name,taxid,rank
"Sedimenticola thiotaurini","1543721","species"
"Sediminicola","389486","genus"
"Sediminibacillus","482460","genus"
"Sedimentisphaera","2483368","genus"
"Sedimentisphaera salicampi","1941349","species"
"Sediminispirochaeta","1911556","genus"
"Sediminispirochaeta smaragdinae","55206","species"
"Selenomonas","970","genus"
"Selenomonas sp. oral taxon 126","712528","species"
"Selenomonas ruminantium","971","species"
"Segniliparaceae","316606","family"
"Segniliparus","286801","genus"
"Segniliparus rotundus","286802","species"
"Selenomonas sp. oral taxon 478","712538","species"
"Selenomonas sp. oral taxon 920","1884263","species"
"Seonamhaeicola","1649495","genus"
"Selenomonas sputigena","69823","species"
"Serinicoccus","265976","genus"
"Serinicoccus hydrothermalis","1758689","species"
"Serpentinomonas","2490452","genus"
"Serpentinomonas raichei","1458425","species"
"Serratia","613","genus"
"Serratia ficaria","61651","species"
"Serratia fonticola","47917","species"
"Sedimentisphaera cyanobacteriorum","1940790","species"
"Serpentinomonas mccroryi","1458426","species"
"Serratia liquefaciens","614","species"
"Selenomonas sp. oral taxon 136","713030","species"
"Serratia plymuthica","82996","species"
"Serratia odorifera","618","species"
"Serratia proteamaculans","28151","species"
"Serratia quinivorans","137545","species"
"Serratia rubidaea","61652","species"
"Serratia sp. JUb9","2724469","species"
"Serratia rhizosphaerae","2597702","species"
"Serratia symbiotica","138074","species"
"Serratia surfactantfaciens","2741499","species"
"Serratia ureilytica","300181","species"
"Shewanellaceae","267890","family"
"Shewanella","22","genus"
"Shewanella algae","38313","species"
"Shewanella aestuarii","1028752","species"
"Shewanella baltica","62322","species"
"Shewanella amazonensis","60478","species"
"Shewanella benthica","43661","species"
"Shewanella halifaxensis","271098","species"
"Shewanella chilikensis","558541","species"
"Shewanella bicestrii","2018305","species"
"Shewanella frigidimarina","56812","species"
"Shewanella decolorationis","256839","species"
"Shewanella denitrificans","192073","species"
"Shewanella litorisediminis","1173586","species"
"Shewanella khirikhana","1965282","species"
"Shewanella japonica","93973","species"
"Shewanella livingstonensis","150120","species"
"Shewanella marisflavi","260364","species"
"Shewanella loihica","359303","species"
"Shewanella polaris","2588449","species"
"Shewanella putrefaciens","24","species"
"Shewanella piezotolerans","404011","species"
"Shewanella oneidensis","70863","species"
"Shewanella pealeana","70864","species"
"Shewanella maritima","2520507","species"
"Shewanella sediminis","271097","species"
"Shewanella psychrophila","225848","species"
"Shigella","620","genus"
"Shigella boydii","621","species"
"Shewanella violacea","60217","species"
"Shewanella woodyi","60961","species"
"Shigella flexneri","623","species"
"Shigella dysenteriae","622","species"
"Shigella sonnei","624","species"
"Shimwellia","1335483","genus"
"Shimwellia blattae","563","species"
"Siansivirga","1204360","genus"
"Siansivirga zeaxanthinifaciens","762954","species"
"Sideroxydans","314343","genus"
"Sideroxydans lithotrophicus","63745","species"
"Silicimonas","1955420","genus"
"Silicimonas algicola","1826607","species"
"Shinella","323620","genus"
"Simiduia","447467","genus"
"Simiduia agarivorans","447471","species"
"Simkaniaceae","92712","family"
"Simkania","34093","genus"
"Simkania negevensis","83561","species"
"Simplicispira","352450","genus"
"Simplicispira suum","2109915","species"
"Simonsiella","71","genus"
"Simonsiella muelleri","72","species"
"Sinomonas","596707","genus"
"Sinomonas atrocyanea","37927","species"
"Sinorhizobium","28105","genus"
"Sinorhizobium americanum","194963","species"
"Singulisphaera","466152","genus"
"Singulisphaera acidiphila","466153","species"
"Sinorhizobium fredii","380","species"
"Silvanigrellales","2024973","order"
"Sinorhizobium meliloti","382","species"
"Nevskiales","1775403","order"
"Sinobacteraceae","568386","family"
"Sinimarinibacterium","1861863","genus"
"Sinorhizobium medicae","110321","species"
"Slackia","84108","genus"
"Slackia heliotrinireducens","84110","species"
"Skermanella","204447","genus"
"Snodgrassella","1193515","genus"
"Snodgrassella alvi","1196083","species"
"Solibacillus","648800","genus"
"Solibacillus silvestris","76853","species"
"Sodalis glossinidius","63612","species"
"Solimonas","413435","genus"
"Sodalis praecaptivus","1239307","species"
"Sorangium","39643","genus"
"Sorangium cellulosum","56","species"
"Solitalea","929509","genus"
"Solitalea canadensis","995","species"
"Thermomicrobia","189775","class"
"Sphaerobacterales","85001","order"
"Sphaerobacteraceae","85002","family"
"Sphaerobacter","2056","genus"
"Sphaerobacter thermophilus","2057","species"
"Sphaerochaeta","399320","genus"
"Sphaerochaeta coccoides","273376","species"
"Sphaerochaeta globosa","1131703","species"
"Sphaerotilus","34102","genus"
"Sphaerotilus natans","34103","species"
"Sphaerospermopsis","752201","genus"
"Sphaerospermopsis kisseleviana","289435","species"
"Sphingobacterium","28453","genus"
"Sphingobacterium daejeonense","371142","species"
"Sphingobacterium mizutaii","1010","species"
"Sphingobacterium multivorum","28454","species"
"Sphaerochaeta pleomorpha","1131707","species"
"Sphingobacterium psychroaquaticum","561061","species"
"Sphingobacterium siyangense","459529","species"
"Sphingobacterium spiritivorum","258","species"
"Sphingobacterium thalpophilum","259","species"
"Sphingobium","165695","genus"
"Sphingobium amiense","135719","species"
"Sphingobium cloacae","120107","species"
"Sphingobium baderi","1332080","species"
"Sphingobium hydrophobicum","1673076","species"
"Sphingobium chlorophenolicum","46429","species"
"Sphingobium barthaii","1054037","species"
"Sphingobium fuliginis","336203","species"
"Sphingobium indicum","332055","species"
"Sphingobium japonicum","332056","species"
"Sphingobium yanoikuyae","13690","species"
"Sphingomonas","13687","genus"
"Sphingomonas azotifigens","330920","species"
"Sphingomonas alpina","653931","species"
"Sphingomonas daechungensis","1176646","species"
"Sphingomonas echinoides","59803","species"
"Sphingomonas lutea","1045317","species"
"Sphingomonas melonis","152682","species"
"Sphingomonas panacis","1560345","species"
"Sphingomonas panacisoli","1813879","species"
"Sphingomonas lacunae","2698828","species"
"Sphingomonas paucimobilis","13689","species"
"Sphingomonas sediminicola","386874","species"
"Sphingomonas sanxanigenens","397260","species"
"Sphingomonas rhizophila","2071607","species"
"Sphingomonas hengshuiensis","1609977","species"
"Sphingomonas taxi","1549858","species"
"Sphingomonas wittichii","160791","species"
"Sphingomonas xanthus","2594473","species"
"Sphingopyxis","165697","genus"
"Sphingopyxis granuli","267128","species"
"Sphingopyxis fribergensis","1515612","species"
"Sphingopyxis macrogoltabida","33050","species"
"Sphingopyxis alaskensis","117207","species"
"Sphingorhabdus","1434046","genus"
"Sphingopyxis terrae","33052","species"
"Sphingosinicella","335405","genus"
"Sphingosinithalassobacter","2676233","genus"
"Spiribacter","1335745","genus"
"Spiribacter salinus","1335746","species"
"Spiribacter curvatus","1335757","species"
"Spirochaeta","146","genus"
"Spirochaeta thermophila","154","species"
"Spirochaeta africana","46355","species"
"Spiroplasmataceae","2131","family"
"Spiroplasma","2132","genus"
"Spiroplasma atrichopogonis","1114980","species"
"Spiribacter roseus","1855875","species"
"Spiroplasma chrysopicola","216933","species"
"Spiroplasma citri","2133","species"
"Spiroplasma cantharicola","362837","species"
"Spiroplasma clarkii","2139","species"
"Spiroplasma corruscae","216934","species"
"Spiroplasma eriocheiris","315358","species"
"Spiroplasma diminutum","216936","species"
"Spiroplasma culicicola","216935","species"
"Spiroplasma kunkelii","47834","species"
"Spiroplasma floricola","216937","species"
"Spiroplasma gladiatoris","2143","species"
"Spiroplasma alleghenense","216931","species"
"Spiroplasma mirum","2144","species"
"Spiroplasma monobiae","2136","species"
"Spiroplasma helicoides","216938","species"
"Spiroplasma apis","2137","species"
"Spiroplasma litorale","216942","species"
"Spiroplasma sabaudiense","216944","species"
"Spiroplasma syrphidicola","216945","species"
"Spiroplasma taiwanense","2145","species"
"Spiroplasma turonicum","216946","species"
"Spiroplasma tabanidicola","324079","species"
"Spirosoma","107","genus"
"Spirosoma endbachense","2666025","species"
"Spirosoma linguale","108","species"
"Spirosoma aureum","2692134","species"
"Spirosoma montaniterrae","1178516","species"
"Spirosoma radiotolerans","1379870","species"
"Spongiibacter","630749","genus"
"Spirosoma pollinicola","2057025","species"
"Spirosoma taeanense","2735870","species"
"Sporolactobacillus","2077","genus"
"Sporolactobacillus terrae","269673","species"
"Sporosarcina","1569","genus"
"Sporosarcina pasteurii","1474","species"
"Sporosarcina psychrophila","1476","species"
"Sporomusa","2375","genus"
"Sporomusa termitida","2377","species"
"Sporosarcina ureae","1571","species"
"Stackebrandtia","283810","genus"
"Stackebrandtia nassauensis","283811","species"
"Staphylococcus","1279","genus"
"Staphylococcus agnetis","985762","species"
"Dermocarpellaceae","1890498","family"
"Stanieria","102115","genus"
"Stanieria cyanosphaera","102116","species"
"Staphylococcus argenteus","985002","species"
"Staphylococcus arlettae","29378","species"
"Staphylococcus aureus","1280","species"
"Staphylococcus auricularis","29379","species"
"Staphylococcus capitis","29388","species"
"Staphylococcus caprae","29380","species"
"Staphylococcus carnosus","1281","species"
"Staphylococcus chromogenes","46126","species"
"Staphylococcus cohnii","29382","species"
"Staphylococcus condimenti","70255","species"
"Staphylococcus epidermidis","1282","species"
"Staphylococcus delphini","53344","species"
"Staphylococcus debuckii","2044912","species"
"Staphylococcus equorum","246432","species"
"Staphylococcus felis","46127","species"
"Staphylococcus haemolyticus","1283","species"
"Staphylococcus hominis","1290","species"
"Staphylococcus hyicus","1284","species"
"Staphylococcus lloydii","2781774","species"
"Staphylococcus lugdunensis","28035","species"
"Staphylococcus kloosii","29384","species"
"Staphylococcus lutrae","155085","species"
"Staphylococcus muscae","1294","species"
"Staphylococcus nepalensis","214473","species"
"Staphylococcus pasteuri","45972","species"
"Staphylococcus pettenkoferi","170573","species"
"Staphylococcus pseudintermedius","283734","species"
"Staphylococcus piscifermentans","70258","species"
"Staphylococcus pseudoxylosus","2282419","species"
"Staphylococcus saccharolyticus","33028","species"
"Staphylococcus saprophyticus","29385","species"
"Staphylococcus schleiferi","1295","species"
"Staphylococcus schweitzeri","1654388","species"
"Staphylococcus simiae","308354","species"
"Staphylococcus simulans","1286","species"
"Staphylococcus warneri","1292","species"
"Staphylococcus xylosus","1288","species"
"Stappia","152161","genus"
"Stappia indica","538381","species"
"Starkeya","152053","genus"
"Starkeya novella","921","species"
"Stella","93","genus"
"Stella vacuolata","217070","species"
"Stella humosa","94","species"
"Stenotrophomonas","40323","genus"
"Stenotrophomonas maltophilia","40324","species"
"Stenotrophomonas acidaminiphila","128780","species"
"Stenotrophomonas rhizophila","216778","species"
"Stenotrophomonas sp. KCTC 12332","1793721","species"
"Steroidobacteraceae","2689614","family"
"Steroidobacter","469322","genus"
"Steroidobacter denitrificans","465721","species"
"Sterolibacterium","157591","genus"
"Sterolibacterium denitrificans","157592","species"
"Stigmatella","40","genus"
"Stigmatella aurantiaca","41","species"
"Candidatus Phytoplasma australiense","59748","species"
"Streptacidiphilus","228398","genus"
"Streptacidiphilus bronchialis","2126346","species"
"Streptococcus","1301","genus"
"Streptococcus acidominimus","1326","species"
"Streptobacillus","34104","genus"
"Streptobacillus moniliformis","34105","species"
"Streptococcus agalactiae","1311","species"
"Stieleria","2795973","genus"
"Stieleria neptunia","2527979","species"
"Streptococcus anginosus","1328","species"
"Streptococcus australis","113107","species"
"Streptococcus canis","1329","species"
"Streptococcus constellatus","76860","species"
"Streptococcus chenjunshii","2173853","species"
"Streptococcus cristatus","45634","species"
"Streptococcus dysgalactiae","1334","species"
"Streptococcus equi","1336","species"
"Streptococcus equinus","1335","species"
"Streptococcus gallolyticus","315405","species"
"Streptococcus gordonii","1302","species"
"Streptococcus infantarius","102684","species"
"Streptococcus ferus","1345","species"
"Streptococcus iniae","1346","species"
"Streptococcus gwangjuense","1433513","species"
"Streptococcus intermedius","1338","species"
"Streptococcus lutetiensis","150055","species"
"Streptococcus koreensis","2382163","species"
"Streptococcus macedonicus","59310","species"
"Streptococcus merionis","400065","species"
"Streptococcus milleri","33040","species"
"Streptococcus mitis","28037","species"
"Streptococcus mutans","1309","species"
"Streptococcus oralis","1303","species"
"Streptococcus pantholopis","1811193","species"
"Streptococcus parasanguinis","1318","species"
"Streptococcus parauberis","1348","species"
"Streptococcus pasteurianus","197614","species"
"Streptococcus pluranimalium","82348","species"
"Streptococcus periodonticum","2490633","species"
"Streptococcus pneumoniae","1313","species"
"Streptococcus porcinus","1340","species"
"Streptococcus pseudoporcinus","361101","species"
"Streptococcus pseudopneumoniae","257758","species"
"Streptococcus pyogenes","1314","species"
"Streptococcus ruminantium","1917441","species"
"Streptococcus ratti","1341","species"
"Streptococcus salivarius","1304","species"
"Streptococcus sanguinis","1305","species"
"Streptococcus sobrinus","1310","species"
"Streptococcus sp. 'group B'","1319","species"
"Streptococcus sp. oral taxon 061","712623","species"
"Streptococcus sp. oral taxon 064","712624","species"
"Streptococcus sp. oral taxon 431","712633","species"
"Streptococcus suis","1307","species"
"Streptococcus troglodytae","1111760","species"
"Streptococcus uberis","1349","species"
"Streptococcus urinalis","149016","species"
"Streptococcus vestibularis","1343","species"
"Streptococcus viridans","78535","species"
"Streptomyces","1883","genus"
"Streptomyces albidoflavus","1886","species"
"Streptomyces albireticuli","1940","species"
"Streptomonospora","104204","genus"
"Streptomyces alboflavus","67267","species"
"Streptomyces actuosus","1885","species"
"Streptomyces albus","1888","species"
"Streptomyces alboniger","132473","species"
"Streptomyces albulus","68570","species"
"Streptomyces ambofaciens","1889","species"
"Streptomyces armeniacus","83291","species"
"Streptomyces antibioticus","1890","species"
"Streptomyces avermitilis","33903","species"
"Streptomyces aureoverticillatus","66871","species"
"Streptomyces atratus","1893","species"
"Streptomyces asterosporus","285570","species"
"Streptomyces autolyticus","75293","species"
"Streptomyces bathyalis","2710756","species"
"Streptomyces broussonetiae","2686304","species"
"Streptomyces buecherae","2763006","species"
"Streptomyces bingchenggensis","379067","species"
"Streptomyces cacaoi","1898","species"
"Streptomyces californicus","67351","species"
"Streptomyces cadmiisoli","2184053","species"
"Streptomyces brunneus","2495589","species"
"Streptomyces cattleya","29303","species"
"Streptomyces cavourensis","67258","species"
"Streptomyces cinereoruber","67260","species"
"Streptomyces chartreusis","1969","species"
"Streptomyces clavuligerus","1901","species"
"Streptomyces chromofuscus","42881","species"
"Streptomyces coelicolor","1902","species"
"Streptomyces collinus","42684","species"
"Streptomyces coeruleorubidus","116188","species"
"Streptomyces cyanogenus","80860","species"
"Streptomyces cyaneochromogenes","2496836","species"
"Streptomyces cyaneogriseus","68192","species"
"Streptomyces dengpaensis","2049881","species"
"Streptomyces fagopyri","2662397","species"
"Streptomyces davaonensis","348043","species"
"Streptomyces ficellus","1977088","species"
"Streptomyces formicae","1616117","species"
"Streptomyces finlayi","67296","species"
"Streptomyces fradiae","1906","species"
"Streptomyces ferrugineus","1413221","species"
"Streptomyces fulvissimus","68202","species"
"Streptomyces gilvosporeus","553510","species"
"Streptomyces galilaeus","33899","species"
"Streptomyces fungicidicus","68203","species"
"Streptomyces glaucescens","1907","species"
"Streptomyces gardneri","66892","species"
"Streptomyces globisporus","1908","species"
"Streptomyces griseocarneus","51201","species"
"Streptomyces globosus","68209","species"
"Streptomyces griseochromogenes","68214","species"
"Streptomyces griseofuscus","146922","species"
"Streptomyces griseoviridis","45398","species"
"Streptomyces glomeroaurantiacus","68210","species"
"Streptomyces griseorubiginosus","67304","species"
"Streptomyces harbinensis","1176198","species"
"Streptomyces hundungensis","1077946","species"
"Streptomyces griseus","1911","species"
"Streptomyces hygroscopicus","1912","species"
"Streptomyces hawaiiensis","67305","species"
"Streptomyces koyangensis","188770","species"
"Streptomyces incarnatus","665007","species"
"Streptomyces kanamyceticus","1967","species"
"Streptomyces laurentii","39478","species"
"Streptomyces lavendulae","1914","species"
"Streptomyces libani","68043","species"
"Streptomyces leeuwenhoekii","1437453","species"
"Streptomyces lincolnensis","1915","species"
"Streptomyces lividans","1916","species"
"Streptomyces lydicus","47763","species"
"Streptomyces malaysiensis","92644","species"
"Streptomyces lunaelactis","1535768","species"
"Streptomyces mobaraensis","35621","species"
"Streptomyces luteoverticillatus","66425","species"
"Streptomyces niveus","193462","species"
"Streptomyces nodosus","40318","species"
"Streptomyces nitrosporeus","28894","species"
"Streptomyces nigra","1827580","species"
"Streptomyces nojiriensis","66374","species"
"Streptomyces noursei","1971","species"
"Streptomyces pactum","68249","species"
"Streptomyces peucetius","1950","species"
"Streptomyces platensis","58346","species"
"Streptomyces parvulus","146923","species"
"Streptomyces paludis","2282738","species"
"Streptomyces phaeolivaceus","2653200","species"
"Streptomyces pluripotens","1355015","species"
"Streptomyces prasinus","67345","species"
"Streptomyces pristinaespiralis","38300","species"
"Streptomyces pratensis","1169025","species"
"Streptomyces rectiverticillatus","173860","species"
"Streptomyces puniciscabiei","164348","species"
"Streptomyces qinzhouensis","2599401","species"
"Streptomyces qaidamensis","1783515","species"
"Streptomyces rapamycinicus","1226757","species"
"Streptomyces rimosus","1927","species"
"Streptomyces rubrolavendulae","285473","species"
"Streptomyces rutgersensis","53451","species"
"Streptomyces rochei","1928","species"
"Streptomyces silaceus","545123","species"
"Streptomyces seoulensis","73044","species"
"Streptomyces scabiei","1930","species"
"Streptomyces solisilvae","1929477","species"
"Streptomyces sp. CLI2509","1984801","species"
"Streptomyces sp. SCSIO 3032","1264596","species"
"Streptomyces sp. Tue 6075","1661694","species"
"Streptomyces spongiicola","1690221","species"
"Streptomyces spectabilis","68270","species"
"Streptomyces tendae","1932","species"
"Streptomyces tirandamycinicus","2174846","species"
"Streptomyces tsukubensis","83656","species"
"Streptomyces venezuelae","54571","species"
"Streptomyces subrutilus","36818","species"
"Streptomyces tuirus","68278","species"
"Streptomyces violaceusniger","68280","species"
"Streptomyces vietnamensis","362257","species"
"Streptomyces violascens","67381","species"
"Streptomyces violaceoruber","1935","species"
"Streptomyces vinaceus","1960","species"
"Streptomyces viridifaciens","48665","species"
"Streptomyces viridosporus","67581","species"
"Streptosporangium","2000","genus"
"Streptosporangium sp. 'caverna'","2202249","species"
"Streptomyces xiamenensis","408015","species"
"Streptosporangium roseum","2001","species"
"Sulfitobacter","60136","genus"
"Sulfitobacter pontiacus","60137","species"
"Sulfitobacter mediterraneus","83219","species"
"Sulfitobacter pseudonitzschiae","1402135","species"
"Sulfitobacter donghicola","421000","species"
"Suicoccus","2689587","genus"
"Suicoccus acidiformans","2036206","species"
"Clostridiales Family XVII. Incertae Sedis","539000","family"
"Sulfobacillus","28033","genus"
"Sulfobacillus acidophilus","53633","species"
"Sulfobacillus thermotolerans","338644","species"
"Sulfuricaulis","1744881","genus"
"Sulfuricaulis limicola","1620215","species"
"Sulfuricellaceae","2772226","family"
"Sulfuricella","935200","genus"
"Sulfuricella denitrificans","649841","species"
"Sulfuriferula","1778653","genus"
"Sulfuriferula plumbiphila","171865","species"
"Sulfuricurvum kujiense","148813","species"
"Sulfurihydrogenibium","212790","genus"
"Sulfurihydrogenibium azorense","309806","species"
"Sulfurimicrobium","2772198","genus"
"Sulfurimicrobium lacus","2715678","species"
"Sulfurimonas denitrificans","39766","species"
"Sulfurimonas paralvinellae","317658","species"
"Sulfurimonas autotrophica","202747","species"
"Sulfurifustis","1692042","genus"
"Sulfurifustis variabilis","1675686","species"
"Sulfuritalea","1054211","genus"
"Sulfuritalea hydrogenivorans","748811","species"
"Sulfurospirillum","57665","genus"
"Sulfurospirillum deleyianum","65553","species"
"Sulfurospirillum halorespirans","194424","species"
"Sulfurovum","265570","genus"
"Sulfurovum indicum","2779528","species"
"Sulfurovum lithotrophicum","206403","species"
"Sutterellaceae","995019","family"
"Sutterella","40544","genus"
"Sutterella megalosphaeroides","2494234","species"
"Sulfurospirillum barnesii","44674","species"
"Sutterella wadsworthensis","40545","species"
"Symbiobacteriaceae","543349","family"
"Symbiobacterium","2733","genus"
"Symbiobacterium thermophilum","2734","species"
"Swingsia","1649499","genus"
"Swingsia samuiensis","1293412","species"
"Symmachiella","2795780","genus"
"Symmachiella dynata","2527995","species"
"Synechococcus","1129","genus"
"Synechococcus elongatus","32046","species"
"Synechococcus lividus","33070","species"
"Sutterella faecalis","2584944","species"
"Synechococcus sp. JA-2-3B'a(2-13)","321332","species"
"Merismopediaceae","1890428","family"
"Synechocystis","1142","genus"
"Synergistetes bacterium","2268202","species"
"Syntrophobacter","29526","genus"
"Syntrophobacter fumaroxidans","119484","species"
"Syntrophobotulus","51196","genus"
"Syntrophobotulus glycolicus","51197","species"
"Syntrophomonas","862","genus"
"Syntrophomonas wolfei","863","species"
"Syntrophotalea acetylenica","29542","species"
"Syntrophus","43773","genus"
"Syntrophus aciditrophicus","316277","species"
"Tabrizicola","1443919","genus"
"Tabrizicola piscis","2494374","species"
"Syntrophotalea acetylenivorans","1842532","species"
"Syntrophothermus","129001","genus"
"Syntrophothermus lipocalidus","86170","species"
"Tamlana","393005","genus"
"Tamlana carrageenivorans","2069432","species"
"Tannerella","195950","genus"
"Tannerella forsythia","28112","species"
"Tardibacter","2685927","genus"
"Tardibacter chloracetimidivorans","1921510","species"
"Tannerella sp. oral taxon HOT-286","712710","species"
"Tardiphaga","1395974","genus"
"Tardiphaga robiniae","943830","species"
"Tateyamaria","299261","genus"
"Tateyamaria omphalii","299262","species"
"Tatlockia","465","genus"
"Tatlockia micdadei","451","species"
"Tatumella","82986","genus"
"Tatumella ptyseos","82987","species"
"Tatumella citrea","53336","species"
"Tautonia","2680020","genus"
"Tautonia plasticadhaerens","2527974","species"
"Taylorella","29574","genus"
"Taylorella asinigenitalis","84590","species"
"Taylorella equigenitalis","29575","species"
"Tenacibaculum","104267","genus"
"Tenacibaculum dicentrarchi","669041","species"
"Tenacibaculum jejuense","584609","species"
"Tenacibaculum mesophilum","104268","species"
"Tenacibaculum todarodis","1850252","species"
"Tenuifilaceae","2760872","family"
"Tenuifilum","2760873","genus"
"Tenuifilum thalassicum","2590900","species"
"Tepidanaerobacter","499228","genus"
"Tepidanaerobacter acetatoxydans","499229","species"
"Terribacillus","459532","genus"
"Terribacillus aidingensis","586416","species"
"Teredinibacter","2425","genus"
"Teredinibacter turnerae","2426","species"
"Terricaulis","2768684","genus"
"Terricaulis silvestris","2686094","species"
"Terriglobus","392733","genus"
"Terriglobus roseus","392734","species"
"Terriglobus saanensis","870903","species"
"Terriglobus albidus","1592106","species"
"Tessaracoccus","72763","genus"
"Tessaracoccus aquimaris","1332264","species"
"Tessaracoccus flavescens","399497","species"
"Tessaracoccus flavus","1610493","species"
"Tetragenococcus","51668","genus"
"Tetragenococcus halophilus","51669","species"
"Tepidiformia","2682225","class"
"Tepidiformales","2682226","order"
"Tepidiformaceae","2682227","family"
"Tepidiforma","2682228","genus"
"Tepidiforma bonchosmolovskayae","2601677","species"
"Tetragenococcus koreensis","290335","species"
"Tepiditoga","2778400","genus"
"Tepiditoga spiralis","2108365","species"
"Tetragenococcus osmophilus","526944","species"
"Thalassolituus","187492","genus"
"Thalassolituus oleivorans","187493","species"
"Thalassoglobus","2795865","genus"
"Thalassoglobus polymorphus","2527994","species"
"Tetrasphaera","99479","genus"
"Thalassococcus","436357","genus"
"Thalassobius","335927","genus"
"Thalassobius gelatinovorus","53501","species"
"Thalassospira","168934","genus"
"Thalassospira indica","1891279","species"
"Thalassospira marina","2048283","species"
"Tessaracoccus defluvii","1285901","species"
"Thalassospira xiamenensis","220697","species"
"Thauera","33057","genus"
"Thauera chlorobenzoica","96773","species"
"Thauera humireducens","1134435","species"
"Thalassotalea","1518149","genus"
"Thauera aromatica","59405","species"
"Thermaerobacter","73918","genus"
"Thermacetogenium","140458","genus"
"Thermacetogenium phaeum","85874","species"
"Thermaerobacter marianensis","73919","species"
"Thermanaeromonas","202949","genus"
"Thermanaeromonas toyohensis","161154","species"
"Thermanaerovibrio","81461","genus"
"Thermanaerovibrio acidaminovorans","81462","species"
"Thermincola","278993","genus"
"Thermincola potens","863643","species"
"Thermoactinomyces","2023","genus"
"Thermoactinomyces vulgaris","2026","species"
"Thermoanaerobacter","1754","genus"
"Thermoanaerobacter brockii","29323","species"
"Thermoanaerobacter kivui","2325","species"
"Thermoanaerobacter italicus","108150","species"
"Thermoanaerobacter pseudethanolicus","496866","species"
"Thermoanaerobacter mathranii","583357","species"
"Thermoanaerobacterium","28895","genus"
"Thermoanaerobacterium thermosaccharolyticum","1517","species"
"Thermoanaerobacter wiegelii","46354","species"
"Thermoanaerobacterium saccharolyticum","28896","species"
"Thermoanaerobacterium xylanolyticum","29329","species"
"Thermoanaerosceptrum","2651578","genus"
"Thermoanaerosceptrum fracticalcis","1712410","species"
"Thermobacillus","76632","genus"
"Thermobacillus composti","377615","species"
"Thermobifida","83677","genus"
"Thermobifida fusca","2021","species"
"Thermobispora","147067","genus"
"Thermobispora bispora","2006","species"
"Thermoclostridium","2304691","genus"
"Thermoclostridium stercorarium","1510","species"
"Thermobaculum","262406","genus"
"Thermobaculum terrenum","166501","species"
"Thermochromatium","85073","genus"
"Thermochromatium tepidum","1050","species"
"Thermocrinis","75905","genus"
"Thermocrinis albus","136094","species"
"Thermocrinis minervae","381751","species"
"Thermodesulfobacterium","1740","genus"
"Thermodesulfobacterium commune","1741","species"
"Thermodesulfobacterium geofontis","1295609","species"
"Thermodesulfatator","241192","genus"
"Thermodesulfatator indicus","171695","species"
"Thermogemmatisporales","768667","order"
"Thermogemmatisporaceae","768668","family"
"Thermogemmatispora","768669","genus"
"Thermogemmatispora argillosa","2045280","species"
"Thermodesulfobiaceae","227387","family"
"Thermodesulfobium","227388","genus"
"Thermodesulfobium acidiphilum","1794699","species"
"Thermoguttaceae","2691358","family"
"Thermogutta","1676125","genus"
"Thermogutta terrifontis","1331910","species"
"Oculatellaceae","2303507","family"
"Thermoleptolyngbya","2303528","genus"
"Thermomonas","141948","genus"
"Thermomonas brevis","215691","species"
"Thermomonas carbonis","1463158","species"
"Thermoflavifilum","1649506","genus"
"Thermomicrobiales","189776","order"
"Thermomicrobiaceae","189777","family"
"Thermomicrobium","499","genus"
"Thermomicrobium roseum","500","species"
"Thermosediminibacteraceae","2770093","family"
"Thermosediminibacter","291988","genus"
"Thermosediminibacter oceani","291990","species"
"Thermomonospora","2019","genus"
"Thermomonospora curvata","2020","species"
"Thermosipho","2420","genus"
"Thermosipho africanus","2421","species"
"Thermosipho melanesiensis","46541","species"
"Thermodesulfobium narugense","184064","species"
"Thermodesulfovibrionaceae","2811504","family"
"Thermodesulfovibrio","28261","genus"
"Thermodesulfovibrio yellowstonii","28262","species"
"Thermosulfurimonas","1522431","genus"
"Thermosulfurimonas marina","2047767","species"
"Thermosporotrichaceae","768649","family"
"Thermosporothrix","768650","genus"
"Thermosulfuriphilus","2033601","genus"
"Thermosulfuriphilus ammonigenes","1936021","species"
"Thermosynechococcus","146785","genus"
"Thermosynechococcus elongatus","146786","species"
"Thermosulfidibacter","412592","genus"
"Thermosulfidibacter takaii","412593","species"
"Thermosynechococcus vulcanus","32053","species"
"Thermotoga","2335","genus"
"Thermotoga maritima","2336","species"
"Thermotoga naphthophila","93930","species"
"Thermotoga neapolitana","2337","species"
"Thermotoga petrophila","93929","species"
"Thermotomaculales","2562243","order"
"Thermotomaculaceae","2562244","family"
"Thermotomaculum","1172428","genus"
"Thermotomaculum hydrothermale","981385","species"
"Thermovibrio","171868","genus"
"Thermovibrio ammonificans","228745","species"
"Thermus","270","genus"
"Thermus scotoductus","37636","species"
"Thermovirga","336260","genus"
"Thermovirga lienii","336261","species"
"Thermus brockianus","56956","species"
"Thermus aquaticus","271","species"
"Thermus parvatiensis","456163","species"
"Thioalkalivibrio","106633","genus"
"Thioalkalivibrio nitratireducens","186931","species"
"Thioalkalivibrio paradoxus","108010","species"
"Thioalkalivibrio sulfidiphilus","1033854","species"
"Thiobacillaceae","2008790","family"
"Thiobacillus","919","genus"
"Thiobacillus denitrificans","36861","species"
"Thiocystis","13724","genus"
"Thiocystis violascens","73141","species"
"Thioclava","285107","genus"
"Thioclava electrotropha","1549850","species"
"Thioclava nitratireducens","1915078","species"
"Thioflavicoccus","156885","genus"
