name,sysname,reaction
"2.4.1.90","UDP-alpha-D-galactose:N-acetyl-D-glucosamine 4-beta-D-galactosyltransferase","UDP-alpha-D-galactose + N-acetyl-D-glucosamine = UDP + N-acetyllactosamine [RN:R01205 R06055]"
"1.1.3.47","5-(hydroxymethyl)furfural:oxygen oxidoreductase","5-(hydroxymethyl)furfural + 3 O2 + 2 H2O = furan-2,5-dicarboxylate + 3 H2O2 (overall reaction) [RN:R10858];"
"1.1.3.16","ecdysone:oxygen 3-oxidoreductase","ecdysone + O2 = 3-dehydroecdysone + H2O2 [RN:R02373]"
"3.2.1.73","(1->3)-(1->4)-beta-D-glucan 4-glucanohydrolase","Hydrolysis of (1->4)-beta-D-glucosidic linkages in beta-D-glucans containing (1->3)- and (1->4)-bonds"
"2.4.1.68","GDP-beta-L-fucose:N4-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] 6-alpha-L-fucosyltransferase (configuration-inverting)","GDP-beta-L-fucose + N4-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] = GDP + N4-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc}-L-asparaginyl-[protein] [RN:R05988]"
"2.4.1.222","UDP-D-GlcNAc:O-L-fucosylpeptide 3-beta-N-acetyl-D-glucosaminyltransferase","transfers a beta-D-GlcNAc residue from UDP-D-GlcNAc to the fucose residue of a fucosylated protein acceptor [RN:R09296]"
"2.4.1.251","GDP-mannose:GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol 4-beta-mannosyltransferase","GDP-mannose + GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol = GDP + D-Man-beta-(1->4)- GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol [RN:R09734]"
"3.2.1.169","[protein]-3-O-(N-acetyl-beta-D-glucosaminyl)-L-serine/threonine N-acetylglucosaminyl hydrolase","(1) [protein]-3-O-(N-acetyl-beta-D-glucosaminyl)-L-serine + H2O = [protein]-L-serine + N-acetyl-D-glucosamine  [RN:R09672];"
"2.4.1.4","sucrose:(1->4)-alpha-D-glucan 4-alpha-D-glucosyltransferase","sucrose + [(1->4)-alpha-D-glucosyl]n = D-fructose + [(1->4)-alpha-D-glucosyl]n+1 [RN:R01823 R06052]"
"2.4.1.174","UDP-N-acetyl-D-galactosamine:[protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine 4-beta-N-acetylgalactosaminyltransferase (configuration-inverting)","UDP-N-acetyl-alpha-D-galactosamine + [protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine = UDP + [protein]-3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [RN:R05929]"
"2.4.1.255","UDP-N-alpha-acetyl-D-glucosamine:[protein]-3-O-N-acetyl-beta-D-glucosaminyl transferase","(1) UDP-N-acetyl-alpha-D-glucosamine + [protein]-L-serine = UDP + [protein]-3-O-(N-acetyl-beta-D-glucosaminyl)-L-serine [RN:R09304 R09676];"
"2.4.1.320","4-O-beta-D-mannopyranosyl-N-acetyl-D-glucosamine:phosphate alpha-D-mannosyltransferase","4-O-beta-D-mannopyranosyl-N-acetyl-D-glucosamine + phosphate = N-acetyl-D-glucosamine + alpha-D-mannose 1-phosphate [RN:R10829]"
"3.2.1.159","alpha-neoagaro-oligosaccharide 3-glycohydrolase","Hydrolysis of the (1->3)-alpha-L-galactosidic linkages of neoagaro-oligosaccharides that are smaller than a hexamer, yielding 3,6-anhydro-L-galactose and D-galactose"
"2.4.1.44","UDP-alpha-D-galactose:lipopolysaccharide 3-alpha-D-galactosyltransferase","UDP-alpha-D-galactose + lipopolysaccharide = UDP + 3-alpha-D-galactosyl-[lipopolysaccharide glucose] [RN:R01997]"
"3.2.1.173","rhamnogalacturonan oligosaccharide alpha-D-GalA-(1->2)-alpha-L-Rha galacturonohydrolase","Exohydrolysis of the alpha-D-GalA-(1->2)-alpha-L-Rha bond in rhamnogalacturonan oligosaccharides with initial inversion of configuration releasing D-galacturonic acid from the non-reducing end of rhamnogalacturonan oligosaccharides."
"3.2.1.113","Man9GlcNAc2-[protein] alpha-2-mannohydrolase (configuration-inverting)","(1) Man9GlcNAc2-[protein] + 4 H2O = Man5GlcNAc2-[protein] + 4 beta-D-mannopyranose (overall reaction);"
"1.1.99.29","pyranose:acceptor oxidoreductase","(1) a pyranose + acceptor = a pyranos-2-ulose (or a pyranos-3-ulose or a pyranos-2,3-diulose) + reduced acceptor [RN:R07347];"
"4.2.2.17","(2->1)-beta-D-fructan lyase (alpha-D-fructofuranose-beta-D-fructofuranose-1,2':2,1'-dianhydride-forming)","Produces alpha-D-fructofuranose beta-D-fructofuranose 1,2':2,1'-dianhydride (DFA I) by successively eliminating the diminishing (2->1)-beta-D-fructan (inulin) chain from the terminal D-fructosyl-D-fructosyl disaccharide."
"2.4.1.230","2-alpha-D-glucosyl-D-glucose:phosphate beta-D-glucosyltransferase","2-alpha-D-glucosyl-D-glucose + phosphate = D-glucose + beta-D-glucose 1-phosphate [RN:R07264]"
"1.1.3.10","pyranose:oxygen 2-oxidoreductase","D-glucose + O2 = 2-dehydro-D-glucose + H2O2 [RN:R00302]"
"3.2.1.102","blood-group-substance 4-beta-D-galactanohydrolase","Endohydrolysis of (1->4)-beta-D-galactosidic linkages in blood group A and B substances"
"3.2.1.78","4-beta-D-mannan mannanohydrolase","Random hydrolysis of (1->4)-beta-D-mannosidic linkages in mannans, galactomannans and glucomannans [RN:R08612]"
"3.2.1.75","6-beta-D-glucan glucanohydrolase","Random hydrolysis of (1->6)-linkages in (1->6)-beta-D-glucans"
"2.4.1.87","UDP-alpha-D-galactose:beta-D-galactosyl-(1->4)-beta-N-acetyl-D-glucosaminyl-R 3-alpha-D-galactosyltransferase","UDP-alpha-D-galactose + beta-D-galactosyl-(1->4)-beta-N-acetyl-D-glucosaminyl-R = UDP + alpha-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-N-acetylglucosaminyl-R (where R can be OH, an oligosaccharide or a glycoconjugate) [RN:R02791]"
"2.4.1.360","UDP-alpha-D-glucose:2'-hydroxy-beta-oxodihydrochalcone C6/8-beta-D-glucosyltransferase","UDP-alpha-D-glucose + a 2'-hydroxy-beta-oxodihydrochalcone = UDP + a 3'-(beta-D-glucopyranosyl)-2'-hydroxy-beta-oxodihydrochalcone [RN:R12290]"
"2.4.1.261","dolichyl beta-D-mannosyl phosphate:alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol 2-alpha-D-mannosyltransferase (configuration-inverting)","dolichyl beta-D-mannosyl phosphate + alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol = alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate [RN:R06261]"
"2.4.1.283","UDP-N-acetyl-alpha-D-glucosamine:2-deoxystreptamine N-acetyl-D-glucosaminyltransferase","UDP-N-acetyl-alpha-D-glucosamine + 2-deoxystreptamine = UDP + 2'-N-acetylparomamine [RN:R08894]"
"4.2.2.26","alginate oligosaccharide 4-deoxy-alpha-L-erythro-hex-4-enopyranuronate-(1->4)-hexananopyranuronate lyase","Cleavage of poly(4-deoxy-alpha-L-erythro-hexopyranuronoside) oligosaccharides with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl groups at their non-reducing ends into 4-deoxy-alpha-L-erythro-hex-4-enopyranuronate monosaccharides."
"2.3.1.122","alpha,alpha-trehalose-6-mycolate:alpha,alpha-trehalose-6-mycolate 6'-mycolyltransferase","2 alpha,alpha-trehalose 6-mycolate = alpha,alpha-trehalose + alpha,alpha-trehalose 6,6'-bismycolate [RN:R07248]"
"3.2.1.64","(2->6)-beta-D-fructofuranan 6-(beta-D-fructosyl)-D-fructose-hydrolase","Hydrolysis of (2->6)-beta-D-fructofuranan, to remove successive disaccharide residues as levanbiose, i.e. 6-(beta-D-fructofuranosyl)-D-fructose, from the end of the chain"
"2.4.1.227","UDP-N-acetyl-alpha-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase (configuration-inverting)","UDP-N-acetyl-alpha-D-glucosamine + Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol = UDP + beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol [RN:R05662 R06173]"
"4.2.2.19","chondroitin B lyase","Eliminative cleavage of dermatan sulfate containing (1->4)-beta-D-hexosaminyl and (1->3)-beta-D-glucurosonyl or (1->3)-alpha-L-iduronosyl linkages to disaccharides containing 4-deoxy-beta-D-gluc-4-enuronosyl groups to yield a 4,5-unsaturated dermatan-sulfate disaccharide (DeltaUA-GalNAc-4S)."
"2.4.1.175","UDP-N-acetyl-alpha-D-galactosamine:[protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine 4-beta-N-acetylgalactosaminyltransferase (configuration-inverting)","(1) UDP-N-acetyl-alpha-D-galactosamine + [protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine = UDP + [protein]-3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [RN:R04603 R05932];"
"2.4.1.270","GDP-mannose:2-O-(alpha-D-glucosyl)-3-phospho-D-glycerate 2-O-alpha-D-mannosyltransferase","GDP-mannose + 2-O-(alpha-D-glucopyranosyl)-3-phospho-D-glycerate = GDP + 2-O-[2-O-(alpha-D-mannopyranosyl)-alpha-D-glucopyranosyl]-3-phospho-D-glycerate [RN:R09667]"
"4.2.2.12","xanthan lyase","Eliminative cleavage of the terminal beta-D-mannosyl-(1->4)-beta-D-glucuronosyl linkage of the side-chain of the polysaccharide xanthan, leaving a 4-deoxy-alpha-L-threo-hex-4-enuronosyl group at the terminus of the side-chain"
"2.4.1.374","GDP-alpha-D-mannose:(1->2)-beta-D-mannan mannosyltransferase (configuration-inverting)","GDP-alpha-D-mannose + [(1->2)-beta-D-mannosyl]n = GDP + [(1->2)-beta-D-mannosyl]n+1 [RN:R12529]"
"3.2.1.3","4-alpha-D-glucan glucohydrolase","Hydrolysis of terminal (1->4)-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose"
"2.4.1.243","1F-oligo[beta-D-fructofuranosyl-(2->1)-]sucrose 6G-beta-D-fructotransferase","[1-beta-D-fructofuranosyl-(2->1)-]m+1-alpha-D-glucopyranoside + [1-beta-D-fructofuranosyl-(2->1)-]n-alpha-D-glucopyranoside = [1-beta-D-fructofuranosyl-(2->1)-]m-alpha-D-glucopyranoside + [1-beta-D-fructofuranosyl-(2->1)-]n-beta-D-fructofuranosyl-(2->6)-alpha-D-glucopyranoside (m > 0; n >= 0)"
"2.4.1.20","cellobiose:phosphate alpha-D-glucosyltransferase","cellobiose + phosphate = alpha-D-glucose 1-phosphate + D-glucose [RN:R00952 R06056]"
"2.4.1.21","ADP-alpha-D-glucose:(1->4)-alpha-D-glucan 4-alpha-D-glucosyltransferase","ADP-alpha-D-glucose + [(1->4)-alpha-D-glucosyl]n = ADP + [(1->4)-alpha-D-glucosyl]n+1 [RN:R02421 R06049]"
"2.4.99.7","CMP-N-acetylneuraminate:N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)- N-acetyl-D-galactosaminide galactosamine-6-alpha-N-acetylneuraminyltransferase","CMP-N-acetylneuraminate + N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl-R = CMP + N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl-R [RN:R04635]"
"3.1.1.41","cephalosporin-C acetylhydrolase","cephalosporin C + H2O = deacetylcephalosporin C + acetate [RN:R03062]"
"2.4.1.1","(1->4)-alpha-D-glucan:phosphate alpha-D-glucosyltransferase","[(1->4)-alpha-D-glucosyl]n + phosphate = [(1->4)-alpha-D-glucosyl]n-1 + alpha-D-glucose 1-phosphate [RN:R01821 R06050]"
"4.2.2.13","(1->4)-alpha-D-glucan exo-4-lyase (1,5-anhydro-D-fructose-forming)","linear alpha-glucan = (n-1) 1,5-anhydro-D-fructose + D-glucose"
"2.4.1.265","dolichyl beta-D-glucosyl phosphate:alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol 3-alpha-D-glucosyltransferase (configuration-inverting)","dolichyl beta-D-glucosyl phosphate + alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol = alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate [RN:R06263]"
"3.2.1.157","iota-carrageenan 4-beta-D-glycanohydrolase (configuration-inverting)","Endohydrolysis of (1->4)-beta-D-linkages between D-galactose 4-sulfate and 3,6-anhydro-D-galactose-2-sulfate in iota-carrageenans"
"3.2.1.33","glycogen phosphorylase-limit dextrin 6-alpha-glucohydrolase","Hydrolysis of (1->6)-alpha-D-glucosidic branch linkages in glycogen phosphorylase limit dextrin"
"3.2.1.52","beta-N-acetyl-D-hexosaminide N-acetylhexosaminohydrolase","Hydrolysis of terminal non-reducing N-acetyl-D-hexosamine residues in N-acetyl-beta-D-hexosaminides"
"3.2.1.140","oligosaccharide lacto-N-biosylhydrolase","beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc + H2O = beta-D-Gal-(1->3)-D-GlcNAc + beta-D-Gal-(1->4)-D-Glc [RN:R05166 R06116]"
"3.2.1.167","5,6,7-trihydroxyflavone-7-O-beta-D-glucupyranosiduronate glucuronosylhydrolase","baicalin + H2O = baicalein + D-glucuronate [RN:R09533]"
"2.4.1.203","UDP-glucose:trans-zeatin O-beta-D-glucosyltransferase","UDP-glucose + trans-zeatin = UDP + O-beta-D-glucosyl-trans-zeatin [RN:R02118]"
"2.4.1.144","UDP-N-acetyl-alpha-D-glucosamine:beta-D-mannosyl-glycoprotein 4-beta-N-acetyl-D-glucosaminyltransferase (configuration-inverting)","UDP-N-acetyl-alpha-D-glucosamine + beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein] = UDP + beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-GlcNAc-(1->4)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein] [RN:R05986]"
"4.2.2.8","heparin-sulfate lyase","Elimination of sulfate; appears to act on linkages between N-acetyl-D-glucosamine and uronate. Product is an unsaturated sugar."
"2.4.1.149","UDP-N-acetyl-alpha-D-glucosamine:beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R 3-beta N-acetylglucosaminyltransferase (configuration-inverting)","UDP-N-acetyl-alpha-D-glucosamine + beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R = UDP + N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R [RN:R02789]"
"3.2.1.155","[(1->6)-alpha-D-xylo]-(1->4)-beta-D-glucan endo-processive glucohydrolase","Hydrolysis of (1->4)-D-glucosidic linkages in xyloglucans so as to successively remove oligosaccharides from the newly-formed chain end after endo-initiation on a polymer molecule"
"2.4.1.170","UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase","UDP-glucose + an isoflavone = UDP + an isoflavone 7-O-beta-D-glucoside [RN:R07332]"
"4.2.2.3","alginate beta-D-mannuronate---uronate lyase","Eliminative cleavage of alginate to give oligosaccharides with 4-deoxy-alpha-L-erythro-hex-4-enuronosyl groups at their non-reducing ends and beta-D-mannuronate at their reducing end."
"2.4.1.182","UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine:2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl-1-phosphate 2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-D-glucosaminyltransferase","UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine + 2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl 1-phosphate = UDP + 2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-beta-D-glucosaminyl-(1->6)-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl 1-phosphate [RN:R04606]"
"2.4.99.4","CMP-N-acetylneuraminate:beta-D-galactoside alpha-(2->3)-N-acetylneuraminyl-transferase","CMP-N-acetylneuraminate + beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R = CMP + alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R [RN:R04590 R05913]"
"1.1.3.9","D-galactose:oxygen 6-oxidoreductase","D-galactose + O2 = D-galacto-hexodialdose + H2O2 [RN:R01099]"
"1.11.1.16","1-(4-hydroxy-3-methoxyphenyl)-2-(2-methoxyphenoxy)propane-1,3-diol:hydrogen-peroxide oxidoreductase","(1) 1-(4-hydroxy-3-methoxyphenyl)-2-(2-methoxyphenoxy)propane-1,3-diol + H2O2 = 4-hydroxy-3-methoxybenzaldehyde + 2-methoxyphenol + glycolaldehyde + H2O [RN:R11503];"
"2.4.1.122","UDP-alpha-D-galactose:N-acetyl-alpha-D-galactosaminyl-R beta-1,3-galactosyltransferase (configuration-inverting)","UDP-alpha-D-galactose + N-acetyl-alpha-D-galactosaminyl-R = UDP + beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R [RN:R05908]"
"2.4.1.194","UDP-glucose:4-hydroxybenzoate 4-O-beta-D-glucosyltransferase","UDP-glucose + 4-hydroxybenzoate = UDP + 4-(beta-D-glucosyloxy)benzoate [RN:R01304]"
"2.4.1.133","UDP-alpha-D-galactose:[protein]-3-O-(beta-D-xylosyl)-L-serine 4-beta-D-galactosyltransferase (configuration-inverting)","UDP-alpha-D-galactose + [protein]-3-O-(beta-D-xylosyl)-L-serine = UDP + [protein]-3-O-(beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine [RN:R05926]"
"2.4.1.267","dolichyl beta-D-glucosyl phosphate:alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol 3-alpha-D-glucosyltransferase (configuration-inverting)","dolichyl beta-D-glucosyl phosphate + alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol = alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate [RN:R06262]"
"3.2.1.4","4-beta-D-glucan 4-glucanohydrolase","Endohydrolysis of (1->4)-beta-D-glucosidic linkages in cellulose, lichenin and cereal beta-D-glucans"
"2.4.1.37","UDP-alpha-D-galactose:alpha-L-fucosyl-(1->2)-D-galactoside 3-alpha-D-galactosyltransferase","UDP-alpha-D-galactose + alpha-L-fucosyl-(1->2)-D-galactosyl-R = UDP + alpha-D-galactosyl-(1->3)-[alpha-L-fucosyl(1->2)]-D-galactosyl-R (where R can be OH, an oligosaccharide or a glycoconjugate) [RN:R04548]"
"2.4.1.312","UDP-N-acetyl-alpha-D-glucosamine:alpha-D-mannosyl-threonyl-[protein] 4-beta-N-acetyl-D-glucosaminyltransferase","UDP-N-acetyl-alpha-D-glucosamine + 3-O-(alpha-D-mannosyl)-L-threonyl-[protein] = UDP + 3-O-[N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] [RN:R10596]"
"3.2.1.99","5-alpha-L-arabinan 5-alpha-L-arabinanohydrolase","Endohydrolysis of (1->5)-alpha-arabinofuranosidic linkages in (1->5)-arabinans"
"3.2.1.93","alpha,alpha-trehalose-6-phosphate phosphoglucohydrolase","alpha,alpha-trehalose 6-phosphate + H2O = D-glucose + D-glucose 6-phosphate [RN:R00837 R06113]"
"4.2.2.2","(1->4)-alpha-D-galacturonan lyase","Eliminative cleavage of (1->4)-alpha-D-galacturonan to give oligosaccharides with 4-deoxy-alpha-D-galact-4-enuronosyl groups at their non-reducing ends [RN:R08694]"
"3.2.1.32","3-beta-D-xylan xylanohydrolase","Random endohydrolysis of (1->3)-beta-D-glycosidic linkages in (1->3)-beta-D-xylans"
"3.2.1.182","(2R)-4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside beta-D-glucosidase","(1) (2R)-4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside + H2O = 2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one + D-glucose [RN:R12208];"
"2.4.1.57","",""
"3.5.1.80","",""
"1.10.3.2","benzenediol:oxygen oxidoreductase","4 benzenediol + O2 = 4 benzosemiquinone + 2 H2O [RN:R00083]"
"2.4.99.9","CMP-N-acetylneuraminate:beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide alpha-(2->3)-N-acetylneuraminyltransferase","CMP-N-acetylneuraminate + beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide = CMP + alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide [RN:R03488 R05937]"
"4.2.2.16","(2->6)-beta-D-fructan lyase (di-beta-D-fructofuranose-2,6':2',6-dianhydride-forming)","Produces di-beta-D-fructofuranose 2,6':2',6-dianhydride (DFA IV) by successively eliminating the diminishing (2->6)-beta-D-fructan (levan) chain from the terminal D-fructosyl-D-fructosyl disaccharide"
"2.4.1.30","(1->3)-beta-D-glucan:phosphate alpha-D-glucosyltransferase","[(1->3)-beta-D-glucosyl]n + phosphate = [(1->3)-beta-D-glucosyl]n-1 + alpha-D-glucose 1-phosphate [RN:R03116 R06018]"
"2.4.99.6","CMP-N-acetyl-beta-neuraminate:beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R (2->3)-N-acetyl-alpha-neuraminyltransferase (configuration-inverting)","CMP-N-acetyl-beta-neuraminate + beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R = CMP + N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R [RN:R04596 R09297]"
"3.2.1.81","agarose 4-glycanohydrolase","Hydrolysis of (1->4)-beta-D-galactosidic linkages in agarose, giving the tetramer as the predominant product"
"2.4.1.80","UDP-alpha-D-glucose:N-acylsphingosine beta-D-glucosyltransferase (configuration-inverting)","UDP-alpha-D-glucose + an N-acylsphingosine = UDP + a beta-D-glucosyl-N-acylsphingosine [RN:R01497 R06275]"
"1.14.99.54","cellulose, hydrogen-donor:oxygen oxidoreductase (D-glucosyl C1-hydroxylating)","[(1->4)-beta-D-glucosyl]n+m + reduced acceptor + O2 = [(1->4)-beta-D-glucosyl]m-1-(1->4)-D-glucono-1,5-lactone + [(1->4)-beta-D-glucosyl]n + acceptor + H2O [RN:R11745]"
