name,taxid,rank
"Staphylococcus aureus O267","-1","genome"
"Staphylococcus aureus O408","-1","genome"
"Staphylococcus aureus O326","-1","genome"
"Staphylococcus aureus O46","948563","genome"
"Staphylococcus aureus O55","-1","genome"
"Staphylococcus aureus O82","-1","genome"
"Staphylococcus aureus P10","-1","genome"
"Staphylococcus aureus P1D12C1","-1","genome"
"Staphylococcus aureus P1D14C1","-1","genome"
"Staphylococcus aureus P1D1C1","-1","genome"
"Staphylococcus aureus P1D5C1","-1","genome"
"Staphylococcus aureus P1D9C1","-1","genome"
"Staphylococcus aureus P2D15C1","-1","genome"
"Staphylococcus aureus P1D8C2","-1","genome"
"Staphylococcus aureus P1D8C1","-1","genome"
"Staphylococcus aureus P1D5C2","-1","genome"
"Staphylococcus aureus P1D7C1","-1","genome"
"Staphylococcus aureus P2D1C1","-1","genome"
"Staphylococcus aureus P2D8C1","-1","genome"
"Staphylococcus aureus PTDrAP2","-1","genome"
"Staphylococcus aureus QD-CD9","-1","genome"
"Staphylococcus aureus PMB179-1","-1","genome"
"Staphylococcus aureus PMB196-1","-1","genome"
"Staphylococcus aureus NRS271","-1","genome"
"Staphylococcus aureus RIVM1295","-1","genome"
"Staphylococcus aureus R50","-1","genome"
"Staphylococcus aureus RF122","273036","genome"
"Staphylococcus aureus R46","-1","genome"
"Staphylococcus aureus RIVM3897","-1","genome"
"Staphylococcus aureus RIVM1607","-1","genome"
"Staphylococcus aureus RIVM6519","-1","genome"
"Staphylococcus aureus RJ1267","-1","genome"
"Staphylococcus aureus S15","-1","genome"
"Staphylococcus aureus SA112","-1","genome"
"Staphylococcus aureus SA1428","-1","genome"
"Staphylococcus aureus S57","-1","genome"
"Staphylococcus aureus SA01","-1","genome"
"Staphylococcus aureus RKI4","-1","genome"
"Staphylococcus aureus Smith","-1","genome"
"Staphylococcus aureus SCDR-SA1","-1","genome"
"Staphylococcus aureus SA17_S6","-1","genome"
"Staphylococcus aureus SR153","-1","genome"
"Staphylococcus aureus SA40TW","-1","genome"
"Staphylococcus aureus SA564","-1","genome"
"Staphylococcus aureus SJTUF_J27","-1","genome"
"Staphylococcus aureus ST20130939","-1","genome"
"Staphylococcus aureus ST20130942","-1","genome"
"Staphylococcus aureus ST20130940","-1","genome"
"Staphylococcus aureus SR434","-1","genome"
"Staphylococcus aureus ST20130938","-1","genome"
"Staphylococcus aureus ST20130943","-1","genome"
"Staphylococcus aureus ST20130941","-1","genome"
"Staphylococcus aureus ST20130945","-1","genome"
"Staphylococcus aureus ST20130944","-1","genome"
"Staphylococcus aureus subsp. aureus","-1","genome"
"Staphylococcus aureus subsp. aureus 11819-97","1123523","genome"
"Staphylococcus aureus subsp. aureus 55/2053","585143","genome"
"Staphylococcus aureus subsp. aureus 6850","1392476","genome"
"Staphylococcus aureus subsp. aureus 71193","1155084","genome"
"Staphylococcus aureus subsp. aureus COL","93062","genome"
"Staphylococcus aureus subsp. aureus CN1","1193576","genome"
"Staphylococcus aureus subsp. aureus DSM 20231","1241616","genome"
"Staphylococcus aureus subsp. aureus ECT-R 2","889933","genome"
"Staphylococcus aureus subsp. aureus ED133","685039","genome"
"Staphylococcus aureus subsp. aureus ED98","681288","genome"
"Staphylococcus aureus subsp. aureus HO 5096 0412","1074252","genome"
"Staphylococcus aureus subsp. aureus JKD6159","869816","genome"
"Staphylococcus aureus subsp. aureus JH9","359786","genome"
"Staphylococcus aureus subsp. aureus MRSA252","282458","genome"
"Staphylococcus aureus subsp. aureus LGA251","985006","genome"
"Staphylococcus aureus subsp. aureus M013","1118959","genome"
"Staphylococcus aureus subsp. aureus Mu3","418127","genome"
"Staphylococcus aureus subsp. aureus JH1","359787","genome"
"Staphylococcus aureus subsp. aureus MW2","196620","genome"
"Staphylococcus aureus subsp. aureus N315","158879","genome"
"Staphylococcus aureus subsp. aureus Mu50","158878","genome"
"Staphylococcus aureus subsp. aureus SA957","1201010","genome"
"Staphylococcus aureus subsp. aureus SA40","1194085","genome"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061","genome"
"Staphylococcus aureus subsp. aureus SA268","1368166","genome"
"Staphylococcus aureus subsp. aureus NCTC 8325 NCTC8325","-1","genome"
"Staphylococcus aureus subsp. aureus ST398","523796","genome"
"Staphylococcus aureus subsp. aureus ST772-MRSA-V DAR4145","-1","genome"
"Staphylococcus aureus subsp. aureus T0131","1006543","genome"
"Staphylococcus aureus subsp. aureus str. JKD6008","546342","genome"
"Staphylococcus aureus subsp. aureus Tager 104","1381115","genome"
"Staphylococcus aureus subsp. aureus TCH60","548473","genome"
"Staphylococcus aureus subsp. aureus TW20","663951","genome"
"Staphylococcus aureus subsp. aureus MSSA476","282459","genome"
"Staphylococcus aureus subsp. aureus ST228","1074919","genome"
"Staphylococcus aureus subsp. aureus VC40","1028799","genome"
"Staphylococcus aureus subsp. aureus USA300_FPR3757","451515","genome"
"Staphylococcus aureus subsp. aureus Z172","1406863","genome"
"Staphylococcus aureus subsp. aureus str. Newman","426430","genome"
"Staphylococcus aureus SVH7513","-1","genome"
"Staphylococcus aureus TCH 959","-1","genome"
"Staphylococcus aureus TF3198","-1","genome"
"Staphylococcus aureus subsp. aureus USA300_TCH1516","451516","genome"
"Staphylococcus aureus Tokyo12480","-1","genome"
"Staphylococcus aureus Tokyo12482","-1","genome"
"Staphylococcus aureus UCI62","-1","genome"
"Staphylococcus aureus USA 100","-1","genome"
"Staphylococcus aureus USA300-SUR11","-1","genome"
"Staphylococcus aureus UA-S391_USA300","-1","genome"
"Staphylococcus aureus TPS3156","-1","genome"
"Staphylococcus aureus USA300-SUR1","-1","genome"
"Staphylococcus aureus USA300-ISMMS1","1458279","genome"
"Staphylococcus aureus USA300-SUR12","-1","genome"
"Staphylococcus aureus USA300-SUR13","-1","genome"
"Staphylococcus aureus USA300-SUR15","-1","genome"
"Staphylococcus aureus USA300-SUR14","-1","genome"
"Staphylococcus aureus USA300-SUR18","-1","genome"
"Staphylococcus aureus USA300-SUR17","-1","genome"
"Staphylococcus aureus USA300-SUR16","-1","genome"
"Staphylococcus aureus USA300-SUR19","-1","genome"
"Staphylococcus aureus USA300-SUR20","-1","genome"
"Staphylococcus aureus USA300-SUR24","-1","genome"
"Staphylococcus aureus USA300-SUR21","-1","genome"
"Staphylococcus aureus USA300-SUR23","-1","genome"
"Staphylococcus aureus USA300-SUR22","-1","genome"
"Staphylococcus aureus USA300-SUR3","-1","genome"
"Staphylococcus aureus USA300-SUR6","-1","genome"
"Staphylococcus aureus USA300-SUR7","-1","genome"
"Staphylococcus aureus USA300-SUR5","-1","genome"
"Staphylococcus aureus USA300-SUR8","-1","genome"
"Staphylococcus aureus USA300-SUR9","-1","genome"
"Staphylococcus aureus UTSW MRSA 55","-1","genome"
"Staphylococcus aureus USA400-0051","-1","genome"
"Staphylococcus aureus V521","-1","genome"
"Staphylococcus aureus V605","-1","genome"
"Staphylococcus aureus VGC1","-1","genome"
"Staphylococcus aureus USA300-SUR10","-1","genome"
"Staphylococcus aureus WCH-SK2","-1","genome"
"Staphylococcus aureus WH9628","-1","genome"
"Staphylococcus aureus WH3018","-1","genome"
"Staphylococcus aureus XN108","-1","genome"
"Staphylococcus aureus V2200","-1","genome"
"Staphylococcus aureus XQ","-1","genome"
"Staphylococcus aureus USA300-SUR2","-1","genome"
"Staphylococcus auricularis","29379","species"
"Staphylococcus auricularis FDAARGOS_882","-1","genome"
"Staphylococcus capitis","29388","species"
"Staphylococcus capitis BN2","-1","genome"
"Staphylococcus auricularis NCTC12101","-1","genome"
"Staphylococcus aureus ZJ5499","-1","genome"
"Staphylococcus aureus USA300-SUR4","-1","genome"
"Staphylococcus capitis FDAARGOS_753","-1","genome"
"Staphylococcus capitis subsp. capitis AYP1020","-1","genome"
"Staphylococcus capitis TW2795","-1","genome"
"Staphylococcus capitis FDAARGOS_378","-1","genome"
"Staphylococcus caprae","29380","species"
"Staphylococcus caprae 26D","-1","genome"
"Staphylococcus carnosus","1281","species"
"Staphylococcus carnosus FDAARGOS_1204","-1","genome"
"Staphylococcus carnosus LTH 3730; SK 13; JCM 6069","-1","genome"
"Staphylococcus caprae JMUB145","-1","genome"
"Staphylococcus caprae JMUB590","-1","genome"
"Staphylococcus caprae SY333","-1","genome"
"Staphylococcus carnosus FDAARGOS_1147","-1","genome"
"Staphylococcus caprae JMUB898","-1","genome"
"Staphylococcus carnosus subsp. carnosus TM300","396513","genome"
"Staphylococcus chromogenes","46126","species"
"Staphylococcus chromogenes 1401","-1","genome"
"Staphylococcus chromogenes 34B","-1","genome"
"Staphylococcus chromogenes 17A","-1","genome"
"Staphylococcus chromogenes 20B","-1","genome"
"Staphylococcus cohnii","29382","species"
"Staphylococcus cohnii FDAARGOS_334","-1","genome"
"Staphylococcus aureus ZY05","-1","genome"
"Staphylococcus condimenti","70255","species"
"Staphylococcus condimenti FDAARGOS_1148","-1","genome"
"Staphylococcus cohnii FDAARGOS_744","-1","genome"
"Staphylococcus condimenti DSM 11674","-1","genome"
"Staphylococcus condimenti NCTC13827","-1","genome"
"Staphylococcus cohnii SNUDS-2","-1","genome"
"Staphylococcus cohnii FDAARGOS_538","-1","genome"
"Staphylococcus condimenti StO 2014-01","-1","genome"
"Staphylococcus epidermidis","1282","species"
"Staphylococcus epidermidis 1457","-1","genome"
"Staphylococcus epidermidis 14.1.R1","-1","genome"
"Staphylococcus delphini","53344","species"
"Staphylococcus delphini NCTC12225","-1","genome"
"Staphylococcus epidermidis 949_S8","-1","genome"
"Staphylococcus epidermidis ATCC 12228","176280","genome"
"Staphylococcus epidermidis E73","-1","genome"
"Staphylococcus epidermidis FDAARGOS_153","-1","genome"
"Staphylococcus epidermidis FDAARGOS_529","-1","genome"
"Staphylococcus debuckii","2044912","species"
"Staphylococcus debuckii SDB 2975","-1","genome"
"Staphylococcus epidermidis HD05-1","-1","genome"
"Staphylococcus epidermidis HD104-2","-1","genome"
"Staphylococcus epidermidis HD104-6","-1","genome"
"Staphylococcus epidermidis CSF41498","-1","genome"
"Staphylococcus epidermidis DAR1907","-1","genome"
"Staphylococcus epidermidis HD04-1","-1","genome"
"Staphylococcus epidermidis HD12-10","-1","genome"
"Staphylococcus epidermidis HD12-2","-1","genome"
"Staphylococcus epidermidis HD12-5","-1","genome"
"Staphylococcus epidermidis HD12-6","-1","genome"
"Staphylococcus epidermidis FDAARGOS_161","-1","genome"
"Staphylococcus epidermidis HD12-8","-1","genome"
"Staphylococcus epidermidis HD12-4","-1","genome"
"Staphylococcus epidermidis HD12-9","-1","genome"
"Staphylococcus epidermidis HD17-1","-1","genome"
"Staphylococcus epidermidis HD15-1","-1","genome"
"Staphylococcus epidermidis HD21-2","-1","genome"
"Staphylococcus epidermidis HD21N4","-1","genome"
"Staphylococcus epidermidis ATCC 14990","-1","genome"
"Staphylococcus epidermidis HD25-1","-1","genome"
"Staphylococcus epidermidis HD26-1","-1","genome"
"Staphylococcus epidermidis HD26-2","-1","genome"
"Staphylococcus epidermidis HD27-3","-1","genome"
"Staphylococcus epidermidis HD29-1","-1","genome"
"Staphylococcus epidermidis HD31-1","-1","genome"
"Staphylococcus epidermidis HD27N1","-1","genome"
"Staphylococcus epidermidis HD39-1","-1","genome"
"Staphylococcus epidermidis HD12-1","-1","genome"
"Staphylococcus epidermidis HD33-1","-1","genome"
"Staphylococcus epidermidis HD33-3","-1","genome"
"Staphylococcus epidermidis HD33","-1","genome"
"Staphylococcus epidermidis HD39-3","-1","genome"
"Staphylococcus epidermidis HD40-5","-1","genome"
"Staphylococcus epidermidis HD43-10","-1","genome"
"Staphylococcus epidermidis HD46-1","-1","genome"
"Staphylococcus epidermidis HD47-1","-1","genome"
"Staphylococcus epidermidis HD43-3","-1","genome"
"Staphylococcus epidermidis HD43-1","-1","genome"
"Staphylococcus epidermidis HD43","-1","genome"
"Staphylococcus epidermidis HD59-1","-1","genome"
"Staphylococcus epidermidis HD59-5","-1","genome"
"Staphylococcus epidermidis HD69-1","-1","genome"
"Staphylococcus epidermidis HD66","-1","genome"
"Staphylococcus epidermidis HD66-8","-1","genome"
"Staphylococcus epidermidis HD66-1","-1","genome"
"Staphylococcus epidermidis HD66-6","-1","genome"
"Staphylococcus epidermidis HD99-4","-1","genome"
"Staphylococcus epidermidis IRL01","-1","genome"
"Staphylococcus epidermidis LM087","-1","genome"
"Staphylococcus epidermidis NBRC 100911","-1","genome"
"Staphylococcus epidermidis NCTC13924","-1","genome"
"Staphylococcus epidermidis NCCP 16829","-1","genome"
"Staphylococcus epidermidis NCTC4133","-1","genome"
"Staphylococcus epidermidis O47","-1","genome"
"Staphylococcus epidermidis PH1-28","-1","genome"
"Staphylococcus epidermidis NCCP 16828","-1","genome"
"Staphylococcus epidermidis PM221","1449752","genome"
"Staphylococcus epidermidis SE48","-1","genome"
"Staphylococcus epidermidis SEI","-1","genome"
"Staphylococcus epidermidis SE90","-1","genome"
"Staphylococcus epidermidis HD75-1","-1","genome"
"Staphylococcus equorum","246432","species"
"Staphylococcus equorum 82b3","-1","genome"
"Staphylococcus equorum C2014","-1","genome"
"Staphylococcus epidermidis SE95","-1","genome"
"Staphylococcus equorum KS1039","-1","genome"
"Staphylococcus felis","46127","species"
"Staphylococcus felis ATCC 49168","-1","genome"
"Staphylococcus equorum KM1031","-1","genome"
"Staphylococcus felis FDAARGOS_1014","-1","genome"
"Staphylococcus haemolyticus","1283","species"
"Staphylococcus haemolyticus 12b","-1","genome"
"Staphylococcus haemolyticus 1b","-1","genome"
"Staphylococcus haemolyticus 83131A","-1","genome"
"Staphylococcus haemolyticus 7b","-1","genome"
"Staphylococcus haemolyticus FDAARGOS_517","-1","genome"
"Staphylococcus haemolyticus ATCC 29970","-1","genome"
"Staphylococcus haemolyticus B","-1","genome"
"Staphylococcus epidermidis HD99-1","-1","genome"
"Staphylococcus haemolyticus GDY8P80P","-1","genome"
"Staphylococcus haemolyticus JCSC1435","279808","genome"
"Staphylococcus haemolyticus PK-01","-1","genome"
"Staphylococcus epidermidis RP62A","176279","genome"
"Staphylococcus haemolyticus SCAID PHRX1-2019","-1","genome"
"Staphylococcus haemolyticus SCAID URN1-2019","-1","genome"
"Staphylococcus haemolyticus SGAir0252","-1","genome"
"Staphylococcus haemolyticus MSA_JNM24C1","-1","genome"
"Staphylococcus haemolyticus Sh29/312/L2","-1","genome"
"Staphylococcus haemolyticus MSA_JNM60C2","-1","genome"
"Staphylococcus haemolyticus VB19458","-1","genome"
"Staphylococcus haemolyticus VB5326","-1","genome"
"Staphylococcus hominis","1290","species"
"Staphylococcus hominis C34847","-1","genome"
"Staphylococcus hominis FDAARGOS_575","-1","genome"
"Staphylococcus hominis FDAARGOS_661","-1","genome"
"Staphylococcus hominis FDAARGOS_136","-1","genome"
"Staphylococcus hominis FDAARGOS_748","-1","genome"
"Staphylococcus hominis FDAARGOS_746","-1","genome"
"Staphylococcus hominis FDAARGOS_747","-1","genome"
"Staphylococcus haemolyticus S167","-1","genome"
"Staphylococcus hominis FDAARGOS_745","-1","genome"
"Staphylococcus hyicus","1284","species"
"Staphylococcus hyicus NCTC10350","-1","genome"
"Staphylococcus hominis subsp. hominis K1","-1","genome"
"Staphylococcus hyicus ATCC 11249","-1","genome"
"Staphylococcus hyicus NCTC7944","-1","genome"
"Staphylococcus lloydii","2781774","species"
"Staphylococcus lloydii 23_2_7_LY","-1","genome"
"Staphylococcus lugdunensis","28035","species"
"Staphylococcus lugdunensis APC 3758","-1","genome"
"Staphylococcus lugdunensis C_33","-1","genome"
"Staphylococcus hominis 19A","-1","genome"
"Staphylococcus lugdunensis FDAARGOS_141","-1","genome"
"Staphylococcus kloosii","29384","species"
"Staphylococcus kloosii ATCC 43959","-1","genome"
"Staphylococcus lugdunensis FDAARGOS_377","-1","genome"
"Staphylococcus lugdunensis FDAARGOS_143","-1","genome"
"Staphylococcus lugdunensis HKU09-01","698737","genome"
"Staphylococcus lugdunensis IVK28","-1","genome"
"Staphylococcus lugdunensis Klug93G-4","-1","genome"
"Staphylococcus lugdunensis MBAZ2","-1","genome"
"Staphylococcus lugdunensis FDAARGOS_381","-1","genome"
"Staphylococcus lugdunensis FDAARGOS_222","-1","genome"
"Staphylococcus lugdunensis SL117","-1","genome"
"Staphylococcus lugdunensis NCTC12217","-1","genome"
"Staphylococcus lugdunensis SL118","-1","genome"
"Staphylococcus lugdunensis NCTC7990","-1","genome"
"Staphylococcus lugdunensis N920143","1034809","genome"
"Staphylococcus hominis FDAARGOS_762","-1","genome"
"Staphylococcus lugdunensis SL122","-1","genome"
"Staphylococcus lugdunensis SL55","-1","genome"
"Staphylococcus lugdunensis SL29","-1","genome"
"Staphylococcus lugdunensis VISLISI_21","-1","genome"
"Staphylococcus lugdunensis VISLISI_22","-1","genome"
"Staphylococcus lugdunensis SL13","-1","genome"
"Staphylococcus lugdunensis VISLISI_25","-1","genome"
"Staphylococcus lugdunensis VISLISI_27","-1","genome"
"Staphylococcus lugdunensis JICS135","-1","genome"
"Staphylococcus lugdunensis VISLISI_33","-1","genome"
"Staphylococcus lugdunensis VISLISI_37","-1","genome"
"Staphylococcus lutrae","155085","species"
"Staphylococcus lutrae ATCC 700373","-1","genome"
"Staphylococcus muscae","1294","species"
"Staphylococcus muscae ATCC 49910","-1","genome"
"Staphylococcus nepalensis","214473","species"
"Staphylococcus nepalensis JS1","-1","genome"
"Staphylococcus nepalensis JS9","-1","genome"
"Staphylococcus muscae NCTC13833","-1","genome"
"Staphylococcus nepalensis JS11","-1","genome"
"Staphylococcus pasteuri","45972","species"
"Staphylococcus pasteuri 3C","-1","genome"
"Staphylococcus pettenkoferi","170573","species"
"Staphylococcus pettenkoferi FDAARGOS_288","-1","genome"
"Staphylococcus pseudintermedius","283734","species"
"Staphylococcus pseudintermedius 063228","-1","genome"
"Staphylococcus pasteuri JS7","-1","genome"
"Staphylococcus pettenkoferi FDAARGOS_1071","-1","genome"
"Staphylococcus piscifermentans","70258","species"
"Staphylococcus piscifermentans NCTC13836","-1","genome"
"Staphylococcus pasteuri SP1","1276282","genome"
"Staphylococcus pseudintermedius 081661","-1","genome"
"Staphylococcus pseudintermedius 157588","-1","genome"
"Staphylococcus pseudintermedius 49_44","-1","genome"
"Staphylococcus pseudintermedius 53_88","-1","genome"
"Staphylococcus pseudintermedius 5912","-1","genome"
"Staphylococcus pseudintermedius 53_60","-1","genome"
"Staphylococcus pseudintermedius 51_92","-1","genome"
"Staphylococcus pseudintermedius AH18","-1","genome"
"Staphylococcus pseudintermedius AI14","-1","genome"
"Staphylococcus pseudintermedius AK9","-1","genome"
"Staphylococcus pseudintermedius FDAARGOS_1073","-1","genome"
"Staphylococcus pseudintermedius G3C4","-1","genome"
"Staphylococcus pseudintermedius ED99","984892","genome"
"Staphylococcus pseudintermedius HSP079","-1","genome"
"Staphylococcus pseudintermedius AP20","-1","genome"
"Staphylococcus pseudintermedius HKU10-03","937773","genome"
"Staphylococcus pseudintermedius MAD568","-1","genome"
"Staphylococcus pseudintermedius NA45","-1","genome"
"Staphylococcus pseudintermedius HSP080","-1","genome"
"Staphylococcus pseudintermedius MAD401","-1","genome"
"Staphylococcus pseudintermedius MAD627","-1","genome"
"Staphylococcus pseudintermedius ME4692","-1","genome"
"Staphylococcus pseudintermedius SP79","-1","genome"
"Staphylococcus pseudintermedius VTH737","-1","genome"
"Staphylococcus pseudoxylosus","2282419","species"
"Staphylococcus pseudoxylosus 14AME19","-1","genome"
"Staphylococcus saccharolyticus","33028","species"
"Staphylococcus saccharolyticus 13T0028","-1","genome"
"Staphylococcus pseudintermedius VB88","-1","genome"
"Staphylococcus saccharolyticus DVP5-16-4677","-1","genome"
"Staphylococcus pseudintermedius VB16","-1","genome"
"Staphylococcus pseudintermedius 6109","-1","genome"
"Staphylococcus saccharolyticus FDAARGOS_1069","-1","genome"
"Staphylococcus saprophyticus","29385","species"
"Staphylococcus saprophyticus FDAARGOS_336","-1","genome"
"Staphylococcus saprophyticus 1A","-1","genome"
"Staphylococcus saprophyticus FDAARGOS_137","-1","genome"
"Staphylococcus saprophyticus FDAARGOS_168","-1","genome"
"Staphylococcus saccharolyticus FDAARGOS_1074","-1","genome"
"Staphylococcus saprophyticus FDAARGOS_355","-1","genome"
"Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292","342451","genome"
"Staphylococcus saprophyticus UTI-035","-1","genome"
"Staphylococcus saprophyticus UTI-042y","-1","genome"
"Staphylococcus saprophyticus UTI-050","-1","genome"
"Staphylococcus saprophyticus UTI-056","-1","genome"
"Staphylococcus schleiferi","1295","species"
"Staphylococcus schleiferi 1360-13","-1","genome"
"Staphylococcus schleiferi 2142-05","-1","genome"
"Staphylococcus saprophyticus UTI-058y","-1","genome"
"Staphylococcus schleiferi TSCC54","-1","genome"
"Staphylococcus schleiferi NCTC12218","-1","genome"
"Staphylococcus schleiferi 5909-02","-1","genome"
"Staphylococcus schweitzeri","1654388","species"
"Staphylococcus schweitzeri NCTC13712","-1","genome"
"Staphylococcus simiae","308354","species"
"Staphylococcus simiae 17941E","-1","genome"
"Staphylococcus simiae NCTC13838","-1","genome"
"Staphylococcus simulans","1286","species"
"Staphylococcus simulans FDAARGOS_124","-1","genome"
"Staphylococcus saprophyticus GDY8P168P","-1","genome"
"Staphylococcus simulans FDAARGOS_383","-1","genome"
"Staphylococcus simulans MR1","-1","genome"
"Staphylococcus simulans MR4","-1","genome"
"Staphylococcus simulans MR3","-1","genome"
"Staphylococcus simulans NCTC11046","-1","genome"
"Staphylococcus saprophyticus UTI-045","-1","genome"
"Staphylococcus sp. 11-B-312","2799680","genome"
"Staphylococcus sp. 17KM0847","2583989","genome"
"Staphylococcus sp. AntiMn-1","1715860","genome"
"Staphylococcus simulans MR2","-1","genome"
"Staphylococcus sp. M0911","2025492","genome"
"Staphylococcus sp. MI 10-1553","1912064","genome"
"Staphylococcus sp. SB1-57","2813777","genome"
"Staphylococcus schleiferi 2317-03","-1","genome"
"Staphylococcus sp. SM3655","2807625","genome"
"Staphylococcus warneri","1292","species"
"Staphylococcus warneri 22.1","-1","genome"
"Staphylococcus sp. SM9054","2807624","genome"
"Staphylococcus warneri FDAARGOS_754","-1","genome"
"Staphylococcus warneri 16A","-1","genome"
"Staphylococcus sp. T93","2799681","genome"
"Staphylococcus warneri NCTC11044","-1","genome"
"Staphylococcus warneri SG1","1194526","genome"
"Staphylococcus warneri NCTC7291","-1","genome"
"Staphylococcus warneri WB224","-1","genome"
"Staphylococcus warneri WS479","-1","genome"
"Staphylococcus xylosus","1288","species"
"Staphylococcus xylosus 2","-1","genome"
"Staphylococcus xylosus S170","-1","genome"
"Staphylococcus xylosus SMQ-121","-1","genome"
"Stappia","152161","genus"
"Stappia indica","538381","species"
"Stappia indica PHM037","-1","genome"
"Staphylococcus xylosus HKUOPL8","-1","genome"
"Starkeya","152053","genus"
"Starkeya novella","921","species"
"Starkeya novella DSM 506","639283","genome"
"Stappia sp. ES.058","1881061","genome"
"Stella","93","genus"
"Stella vacuolata","217070","species"
"Stella vacuolata ATCC 43931","-1","genome"
"Stella humosa","94","species"
"Stella humosa ATCC 43930","-1","genome"
"Starkeya sp. ORNL1","2709380","genome"
"Stenotrophomonas","40323","genus"
"Stenotrophomonas maltophilia","40324","species"
"Stenotrophomonas maltophilia 291","-1","genome"
"Stenotrophomonas maltophilia 13637","-1","genome"
"Stenotrophomonas maltophilia AB550","-1","genome"
"Stella sp. ATCC 35155","2558175","genome"
"Stenotrophomonas acidaminiphila","128780","species"
"Stenotrophomonas acidaminiphila SUNEO","-1","genome"
"Stenotrophomonas maltophilia CF13","-1","genome"
"Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2","-1","genome"
"Stenotrophomonas maltophilia FDAARGOS_507","-1","genome"
"Stenotrophomonas maltophilia CSM2","-1","genome"
"Stenotrophomonas maltophilia FDAARGOS_325","-1","genome"
"Stenotrophomonas maltophilia DHHJ","-1","genome"
"Stenotrophomonas maltophilia FDAARGOS_649","-1","genome"
"Staphylococcus xylosus C2a","-1","genome"
"Stenotrophomonas maltophilia ISMMS2","-1","genome"
"Stenotrophomonas maltophilia D457","1163399","genome"
"Stenotrophomonas maltophilia ISMMS3","-1","genome"
"Stenotrophomonas maltophilia FDAARGOS_92","-1","genome"
"Stenotrophomonas maltophilia ICU331","-1","genome"
"Stenotrophomonas maltophilia K279a","522373","genome"
"Stenotrophomonas maltophilia CPBW01","-1","genome"
"Stenotrophomonas maltophilia JV3","868597","genome"
"Stenotrophomonas maltophilia ISMMS2R","-1","genome"
"Stenotrophomonas maltophilia KMM 349","-1","genome"
"Stenotrophomonas maltophilia NCTC10258","-1","genome"
"Stenotrophomonas maltophilia NCTC10259","-1","genome"
"Stenotrophomonas maltophilia NCTC10498","-1","genome"
"Stenotrophomonas maltophilia NCTC10257","-1","genome"
"Stenotrophomonas maltophilia NCTC13014","-1","genome"
"Stenotrophomonas maltophilia MER1","-1","genome"
"Stenotrophomonas maltophilia NEB515","-1","genome"
"Stenotrophomonas maltophilia PEG-173","-1","genome"
"Stenotrophomonas maltophilia Oak Ridge strain 02","-1","genome"
"Stenotrophomonas maltophilia PEG-141","-1","genome"
"Stenotrophomonas maltophilia PEG-42","-1","genome"
"Stenotrophomonas maltophilia PEG-305","-1","genome"
"Stenotrophomonas maltophilia PEG-390","-1","genome"
"Stenotrophomonas maltophilia OUC_Est10","-1","genome"
"Stenotrophomonas maltophilia SJTH1","-1","genome"
"Stenotrophomonas maltophilia SKK55","-1","genome"
"Stenotrophomonas maltophilia PEG-68","-1","genome"
"Stenotrophomonas maltophilia R551-3","391008","genome"
"Stenotrophomonas maltophilia SJTL3","-1","genome"
"Stenotrophomonas maltophilia SM 866","-1","genome"
"Stenotrophomonas maltophilia sm-RA9","-1","genome"
"Stenotrophomonas maltophilia Sm53","-1","genome"
"Stenotrophomonas maltophilia sm454","-1","genome"
"Stenotrophomonas maltophilia SoD9b","-1","genome"
"Stenotrophomonas maltophilia U5","-1","genome"
"Stenotrophomonas maltophilia UHH_677","-1","genome"
"Stenotrophomonas maltophilia UHH_ICU331","-1","genome"
"Stenotrophomonas maltophilia UHH_SKK55","-1","genome"
"Stenotrophomonas maltophilia SVIA2","-1","genome"
"Stenotrophomonas maltophilia UHH_PC239","-1","genome"
"Stenotrophomonas maltophilia UHH_PC240","-1","genome"
"Stenotrophomonas maltophilia WP1-W18-CRE-01","-1","genome"
"Stenotrophomonas rhizophila","216778","species"
"Stenotrophomonas rhizophila DSM 14405","-1","genome"
"Stenotrophomonas rhizophila JC1","-1","genome"
"Stenotrophomonas rhizophila GA1","-1","genome"
"Stenotrophomonas rhizophila QL-P4","-1","genome"
"Stenotrophomonas sp. 169","2770322","genome"
"Stenotrophomonas sp. 364","2691571","genome"
"Stenotrophomonas sp. CW117","2775920","genome"
"Stenotrophomonas sp. ESTM1D_MKCIP4_1","2072414","genome"
"Stenotrophomonas sp. KCTC 12332","1793721","species"
"Stenotrophomonas sp. KCTC 12332 YM1","-1","genome"
"Stenotrophomonas sp. ASS1","2282124","genome"
"Stenotrophomonas sp. LM091","1904944","genome"
"Stenotrophomonas maltophilia UHH_454","-1","genome"
"Stenotrophomonas sp. MYb57","1827305","genome"
"Stenotrophomonas sp. NA06056","2742129","genome"
"Stenotrophomonas sp. pho","2211160","genome"
"Stenotrophomonas sp. PAMC25021","2565559","genome"
"Stenotrophomonas sp. Pemsol","2040586","genome"
"Stenotrophomonas sp. SAU14A_NAIMI4_5","2072413","genome"
"Stenotrophomonas maltophilia UHH_PEG 13-68-68","-1","genome"
"Stenotrophomonas sp. WZN-1","2005046","genome"
"Stenotrophomonas sp. YAU14D1_LEIMI4_1","2072407","genome"
"Stenotrophomonas sp. ZAC14D1_NAIMI4_1","2072411","genome"
